LEI;ISIN
213800EVBYLGF87O9I05;NO0012904707
5493008U1LYGMQWO7N12;US00709TAA88
5493003NRCBGKH4KPM76;KYG070211191
213800VUQHMOGEWKNG87;GRS191213008
549300MBM5B61VCW5A23;US45903PAA57
549300AS7PRY5PHG6L12;US93710WAA36
815600A3B22E3BF8B356;IT0004407877
549300OVT7MBXFLOFU20;US83600WAA71
549300D1ZZV3IWN54G85;US44052W1045
549300PQTT267ME8D359;US895927AA92
549300ZF1NDXLMCHNO20;US36485MAA71
549300PALKE96VYH4X17;US53217R1086
549300CYZBHMZC8VLL59;US87163F1066
213800KA972GUP1B6I78;GB00B196F554
NU75S1Y8UH3706J5CS61;US98944B1089
549300MTB0YI26SMUT22;CH1282945554
5493009D85BF18WG1Z30;GB00BMTS0J78
54930022TEXJRE0D0P72;US92923C1128
549300WGPCNUFC4CVY19;US2400281182
B3N6LLXO66BRSSLZWF38;US28660G1067
549300S6NLOP342CO067;US90346JAB89
213800XNTZ8P8L74HM35;GRC3431242B5
EJCO258LNNVSKAR2JX59;US7045493027
549300XE7OZGFGN5F466;US14835XAA72
CHZJRCSC4ACUSUD2MV11;US0124231095
W7L3VLU8EHQY34Z36697;US0977518879
5493003ITP0M5GD4XN85;US0162751095
254900E7II30XAB9LA72;US450913AB42
5493007SV33RZV7RPS40;US45666Q1022
ZVNLR337TQLJ2PKYHL98;US4510552064
549300X5S4H9C8CNO521;US54910NAA37
52990038IB31TYK07X63;DE0007235301
5299008LX7SBD4HIAU03;US82982L1035
XE2KCQGOGYZ847CKN141;US06846NAA28
549300YPLK5FSJFMAH24;US8649091068
2138008LJU6WFQWOXJ73;GB00B635TG28
5493009ECN2PYLQLWT34;US2526031057
549300PF13EPBEE4SI41;US48207LAA17
969500QVWE7T2KIVFP56;FR0014003MK2
54930072S07WJGD7TA28;US1295845044
3912004GMFDLY04RUQ19;DE000TCAG172
549300KJB5599PCKQK97;KYG5804G1047
54930007KT5CX7XNSD31;US8977871073
549300GY32W00XP57351;US3843132016
549300REUQNNF5W5TA64;US0097281069
213800T66DRTE6O6BV87;NO0010199151
549300S82W3QK11L1415;MHY621971198
89450079LEE5QGJRM678;MHY621401014
529900CQ31CN6GV5LL52;DE000KC01000
549300OYS3J30M2N5272;US89609W1071
529900X1X5URV2PNNO16;MHY0271K1001
NKFP7BJ6WYEV4I24P532;USU58717AA45
529900E7PUVK6BC8PE80;US34960PAA93
5493001YH2EUGG3YP023;US88104M1018
X2MT1W32SPAZ9WSKLE78;US1651671158
5493004QM4B3WJSSYR98;US12635UAA97
549300OLLYQ57POGN638;US5840451083
549300GUYI8M0E3S0X29;US83418LAA35
5493007V6T3HZ7777P70;US92856JAA88
LTO4ZL5EBDR1NE6FGJ36;US500605AA89
5493001QYJ48NR445U30;US715795AA83
549300HMX3Y03DSB2N36;US69366MAA27
JNLUVFYJT1OZSIQ24U47;US9129091081
54930016WOL7P2P67Q43;US51509F1057
549300L17W0GQBR1PO80;US852060AB81
549300JKU50UT08ZWD77;US852061AA81
549300ZTTY7CXOLJ6539;US65332VAE39
VJ5WLTHARBSDR14KIZ98;US3932221043
549300KCWA5W52MS5559;US247916AA73
549300LC82HG33S19I03;US86881A1007
2138003EYHWO75RKS857;GB0001500809
549300OBZ34C65APL277;US50105F1057
549300LRBBPZDQ2II567;US5184151042
5493007RY69UEB1F1B45;US0543031027
529900K40TEND42S0T46;US20440W1053
549300RE9BETU7WX4L49;US950399AA37
549300PO3E4YREFT1I57;US74909E1064
5493001C62ZLWJXL4D02;US6795351047
529900VB3L5MRBU13P27;US05367G1004
B3BS7ACMDUWISF18KY76;US071734AC18
529900QM5ZSBEBR6CS58;US35804H1068
549300C2SXDXVIUV3Q14;US11283WAA27
549300IJP90T4MV2GL84;BMG9363BAF78
549300IQTYSR1SC4II14;US81170YAA73
81560001F41A81948348;IT0003261069
549300LBHTST91VKHO68;US8914933069
ZW1LRE7C3H17O2ZN9B45;US01741R1023
549300SF93HLCR1REE27;US34984V2097
5299005HUB5IOJGO7S39;US5165441032
549300JK3KH8PWM3B226;US12653C1080
529900HZEMNWQSAKFJ98;US14574X1046
5493009E31FM2H8Q7497;US31845F1003
549300JYEDC8C547E980;US1630861011
3HG2WD2W22M120IUNG49;US126307AA50
549300CAF6I1C423RT83;US3693001089
529900MMG3NBTIWPPR63;US952107AA85
549300ZJTLE5T4SGP021;SE0003360601
549300SUD2ED5XG6X569;US39153LAA44
959800LM1RW3PKJ4A296;ES0161560018
549300TLB866S6OTS133;US05409QAA67
529900JXALYBOHXKFM62;AU0000278103
549300R26XOMBZ8PDO70;US03211L1026
81560046335277E43118;IT0005282725
SHXM9G96BYS3ZFFUSP77;US73172K1043
549300LGPR0P05O30I24;US04650Y1001
549300EFOWPEB0WLZW21;US13123X1101
959800Y8LQ5MR2YZ4N96;US2684371006
549300M5FR3N688XGQ36;US3397501012
5493002Z1TVWRIL6NM97;US828732AA56
549300AH37KVKO9L6M24;FR0126413535
549300M8CB93DI1JD480;US34960W1062
969500UU2KWFRXN59J14;FR0126725417
5493002FL3WIE1JVUP20;US30227MAA36
549300A6HPUMQN1JLF73;US96169B1008
I5PAA1AT6EWYG27J8V27;US26882D1090
815600D2FC31AF713B07;IT0000074903
549300YPRJTKSH93RD71;US19259PAE25
549300T21W22FIJJOW08;US9092142077
549300UB083Z2NRDHC48;US608328AA86
5493003HK03UVPUSUP12;US29279N1028
2RTSLGQ89VMY18RHX631;US5635711089
2549009AB5YVVW5J1U62;US89613LAA35
5493004I6HQW11F10C18;US033038AH32
549300OG6W34LFQR6072;US338906AD20
54930087HHJ1VWIJK062;US12634H2004
549300YUFDGFRNGBWF46;MHY410531021
5493002YB4LSO97BF704;US14282LAA17
549300LL2C1YGSJO0P82;US02752P1003
529900Q1RHALVKU66F69;US16948F1075
549300PVTQ4UDTTMQT11;US87817A1079
549300EMRBO1UNORKL53;US68404U1025
549300L5Z681EV5LDY95;US2852181039
969500161UMNDC85C891;FR0010804500
549300A4MOMQ8PMPXC81;US009563AC14
549300VGF957L9ZY3X78;US5362521099
549300U1ZW2M60WZ1G15;US96812T1025
815600C8D55034EB5379;IT0001129847
5493005G0GNCHP0H6L96;US644535AD87
549300JSKBQMMD1B3U44;US36760B1098
549300IYG00QF0VVP302;US90041L1052
5493003GR6L4DZOS2U12;US49229QAA22
5493003VM0XB4U8YD238;US05352TAA79
5493006D6JRLPIY8YV18;US05358LAA89
969500P2Q1B47H4MCJ34;FR0013506730
213800M4NRGFJCI34834;GRC4191173B0
549300C2Y7WDWSMFEY87;US13973T1025
529900D5Y7OY9J1UW733;IT0005210411
213800RH1GJT3SVZ7176;KYG394071040
549300ZIF8QP562GOD97;US42979BAA26
254900W703PXLDSEM056;US2044091062
213800WEFU8O8X6EPU13;US40435WAA80
549300RZGHM4ZGSTW764;US0292271055
549300LPL012JY5D4B69;US09258BAA35
529900PSC8WVCY267I23;US68555P1003
529900G5ZS8VVA2TY376;US4883602074
54930081QGNZXVDOZF63;US0091281172
529900BCTRWFK7ESLF11;MHY2188B1083
5493003N7447U18U5U53;US9842451000
549300K418TJAD5IEL43;US4442182006
549300JMA41B3ZHOVE45;US7837541041
549300IPXYS5QFMHQL54;US4825641016
549300NDNIISP8W25590;US8726251080
549300KQ607J576LCB18;MHY621341046
54930065O5ZIQD1F8U04;US8681681057
549300OV4BNKTNLL5B90;US7475451016
549300CP95F46H3HDR87;US30162V1109
5493000LLKPEGV8XVG26;US37951D1101
549300NV8ZMMEDUHQ091;US4212991081
2MKZBE7NMX7EJWQLHS95;US761519AP28
529900YEDE9H6BRQ6C38;US7615251128
549300FBUISJCXV8IB65;US12620XAA00
BL03B05TRUKQ14Y1HC46;US21925AAA34
549300P8YYCKQVJ0Y638;US3810131017
5493007L6S47Q14SL582;US6699321542
815600DCF10E5BC27D22;IT0001382057
549300ZCZ76HYCS0H445;US17453BAA98
549300XWSO7KBICXNW37;US18948M1080
549300GIENWHMA7AHR72;US90265Y1064
549300GCZVUYB6P2OA17;US6994621075
549300UZV72O3371JJ53;US81282UAA07
5493000J3OND4HN47659;US02079DAA19
529900P5VTXZS191P208;US9508141036
2138004DGL1J6VQO6S92;GB00BMCKBJ73
529900ZR5QI19AH4KZ07;BMG383271050
549300SQV6IX7ZCVBD12;US71714F1049
5493005Z5DB0O5S30R71;US9523551052
549300FF19T8PC5C0051;USU8866LAA45
549300V3NU625PJUVA84;US91325V1089
549300ETSL7K1ZX05H30;US3623931181
549300TPLK304J3RNC85;US89616RAA77
DOL4HJ22ADYSIWES4H94;KYG900731186
5493005YJTU769NW5I10;US21038MAA18
549300AIXW2HF7V5LX62;US9410571015
549300XO1NY24E6DRV42;US095173AC49
5493001MTHCP4IWKJU06;US96926DAA81
213800X4QZIAVSA12860;BMG702781250
549300YJCTPJBTK7IJ81;US20854L1089
549300VLKCUZW3MSVS50;US36120RAA77
529900RM0MTMZL9O5050;US4661101034
549300K2HU2ISL0R2Q75;US918298AA85
549300YTKV8DMSMG6K81;US2289031005
SU4X0P4WWRGOQDTSV032;US2578672006
4469000001BKEKA98385;US40054FAA57
213800ZZOU5P76L8XB92;US71674T1025
5493001ZER6R9IYAUY93;US654797AA74
549300TTV5JZ3JI14H31;US80908T1016
J6LB5QIFSP2MFEFG4U76;US053499AG41
5493006KBFRFAYN8S550;US70477NAA46
549300SPX2Q01JRIC729;US40053LAA35
549300HVW4WNWYBXN830;US44988MAA36
54930037SLMSPWKYIX36;US61965RAA32
549300152B1S9YKBYV79;US93627C1018
2138003BH9SIMWZJKJ76;US7045131007
254900ZV8ZSU1DZ2G892;KYG984301047
DQ2XTZKV7SILNNV77403;US085789AC95
5493008GV3JGZTORLJ61;USP3771AAF86
549300OJNHV3OX22E409;US5916731087
549300TGOGJOCWL57Z97;US5297711070
213800M4HGLCL1UFGO07;US67107Y1064
529900HVDYCUWVD0OE76;DE000A0D6554
549300O5DQ5Y61B8VF38;US644274AA02
529900U350CWHH15G169;US25470M1099
5493003ZDHRVP2N4C109;US448058AC16
549300XPOUXQBNE6VB09;US84415UAA43
549300MOPGNZTXUHVM05;US3441771009
549300315OFTD1VN3V49;US04351G2003
549300WMJOT8C9DNMF90;US0263751051
5493007H9QSF4NHIHL56;US45781D1019
549300N3IE9H88Q20221;US36166TAA88
5493004PWQ01YDD1IH62;US2849022023
M4ZRS7E9USM0DKM0N876;US46048V1089
549300YKWOC0AOR16R51;US0130911037
5493001ZMCICV4N02J21;FR0013202348
5493005JQNLB3I01JW62;KYG3311L1041
529900RECG94V2IZJ970;US74157AAB98
529900LS5FRAKXSAO191;US47009K1079
549300MMNKN0RBJELS20;KYG6382M1096
549300T64GVCHFJ8L449;US15677J1088
H2OFQI2FJX0T8IHKL414;US60877UAA51
5493009ZVXOKZLQ6QJ12;US46205YAA91
5493000FOFYVBGJDOP45;US552915AB68
M56L1JQF3IRELF423Z85;US599908AA85
549300NZS2OZN6Q63A60;US05351X1019
2549001OK55PFGXM4827;USP9632EAG46
549300J73P7FL8TVF308;US412690AA75
815600325D15DD92A023;IT0003081970
549300UMNC43HQB3JA96;DE000SPG1003
549300UCIWH1C93V0J03;US05550J1016
549300SU3TUM6VH84645;US6293371067
5493007MMUEIF4NJG110;US2427371040
549300XZK6EWDBAZSY16;US253657AA82
529900ONXKBELT7EW052;US16412EAA55
549300NEY1GYM14FVV75;US77938QAA58
5493006IFM30PWSM2474;US7793821007
549300ZT8RQ5VK10E643;US220517AA40
549300L2A9NTF1JVDP20;US04545LAA52
549300E5HLI73FHTOL03;US62938F1030
549300KRLJCZBPZMKT65;US65441V1017
5493004D4S7MAO1H3U27;US48253L2051
5493007EOKV4X1NPV034;US8854592065
549300TYWIIKAOK07L47;KYG7459A1013
213800W48XAF3GXE5170;GB00BMHTHT14
549300G8ZVHRTBBBSZ90;US53219LAA70
54930063C6K2TNFL6H10;ES0126775032
549300JW2HGF0IEGQ526;BE0947150422
549300B68EWZ6IHPCL79;BE6318634548
549300LMT5KQQXCEZ733;US690730AB28
549300Y3VZEWMSQW8494;US93370FAA12
029200711C4S4CB2E982;NGSEPLAT0008
54930034SKNSF1JIE673;US6323471002
549300OEN2G821MIJ922;US57778KAA34
5493000SNSOGP6ZC5R33;US1413371055
ZAKWBIG8QLOPMZ888610;US5800371172
529900F6S64KOO8CXH48;US2090341072
549300GS38DC0OHLYK32;US53222Q1031
549300JMF6BE0NGN4Q45;US25456K1016
549300ES84TRW7EWGU35;US71535PAA75
529900YQAOMEZRGRRP43;US30057T1051
549300H02Z2SUR0GB419;US835834AA09
959800U3NGPXSCQHQW54;ES0171743901
5493002O07XT3GTBPT90;US89255R1059
254900N8L3L7NRJT0120;KYG521321003
969500VHL8F83GBL6L29;FR0000121139
529900QUHE15UQNCCJ63;US76009N1000
9676007H44QN6VYEBV03;DE000A2DA414
54930030FZF8HYAEHM46;US42829LAA26
549300NS277POYJ63W89;US91544A1097
969500LFM6S869DF2T62;FR0128426816
254900XG0TSM9VRKC598;KYG216301013
5493000O7BCKOMYMHF87;US50218P1075
2549006XE21BJYYKLT79;KYG5139G1001
549300PNQ0GUDHNZLG66;US14713L1026
254900AW4CEPCQWSRI58;US20337X1090
549300Z6K4JXMFE8QY54;US2033721075
549300MKPIRSJD8SB782;US8792731007
549300OYTIWYSPR42284;US1090431099
549300I1C8WJQ5FZE154;US82568P2056
635400TMCKVEU87EJ582;US591555AA54
549300QI2D33ESTJLN81;US9283771007
549300U1OW41QPKYW028;US8110543035
5493001SAYNEWH0DW196;US69345V1008
549300F45UJO1CG91748;NO0012441007
5493002WL2W5WMS89568;US1567271093
529900FJPORJ3JJ2XS33;US1925761066
549300GKGW6WPZ282D40;US9111631035
5493007701O01N3FQM69;US17273K1097
815600561ACAEC2E9603;IT0005380578
549300QTYCKLMFSE8I97;US7500861007
549300CUSFIOX5Q3VA53;US23753F1075
4Q9DLX2VIFGJMOYJ4Y35;US1320111073
549300H2L4Y24HXY7M50;US1564921005
549300R5FEOSY86VTY76;US0740141017
549300VK8LJV1TK18D38;US07403VAA70
529900EIVFBRS4PUBZ13;US1248301186
XQ0331QX53IRX25OY417;US45774N1081
549300RWAENKF7W8JZ29;US45773BAA35
529900Z6OTS7RT0V0I47;US98919V1052
04EEB871XLHVNY4RZJ65;US88632Q1031
529900N96EOVRB114D28;US87236N1028
5493006Z6YQYCCN2XI74;US44963LAA44
G8NWFN4YP7CR6FOP4886;US8998961044
549300VVOH2RQP5YMB08;US21676P1030
5967007LIEEXZXJDCG21;NO0003033102
549300FHXYVPW8LJ6D98;US9011091082
213800DGC7GS4XCHCU30;GB00BJVQC708
254900F70J1LOALV5K70;US715604AA27
213800J2J3TOOI176M73;GB00B15FWH70
2138004WWUJN94K2LH95;GB00BMX64W89
789000EV8M3BL7ZPFB03;TRATHYAO91M5
549300BO9IWPF3S48F93;US2220701047
5493009TSX7LVAH8LA03;US9604104052
635400QLLRDEGTZSVQ37;US23568T1025
K5K33XN0PQAU1XF7NN66;US87422VAA61
549300IH2S17MAIUCM32;US38500T1198
549300HX3UUDPEFTG707;US51817R1068
WT03B8BB1IX8WI9ZGV02;US923725AB12
H3Y3WLYCX0BTO1TRW162;US541509AD79
54930076J6KDZL504O62;US45174HAB33
Q6JQDZPXKEDQKVK58165;US74733V1008
549300S5JUSXRHNCHD80;US1248474017
529900L73GEWN1O5NH84;US47010BAA26
335800BO2LHWJJ8TZI32;US8765681064
529900L27H2D4QT0IT24;US48669A1088
U5UKZMHGMOP0CPFG4B24;US422245AA82
549300U0EXXFAQFAD785;US8803491054
529900ZNZBBLDE77MZ38;US88362T1034
549300LGP4VBCHWQTD80;US68621CAA71
549300R5LTV2H7I1I079;US07317QAF28
DDMY8YZ6L8UEMS1FDM73;US34988V1061
549300WF2OE8T5BP4B84;US740212AB10
549300Z402F16H5EGH48;US21925Y1038
5493004HKD20LBSG7D03;US48238T1097
549300GSPW24GZE6R597;US5352191093
549300YC8BC386CCTS24;US5894331017
529900CJT4VQO26ONP04;US127686AA18
549300ZSLF8Q660SCD17;US21867FAA21
894500LH3CIKEMQR9R87;DE000A1X3T96
XQM2JINI1UL7642TU573;US8550301027
549300ZXM0KTRM0NMI59;US6546781013
7LJEQIVQVLNGS4X6T547;US63530QAA76
5493005UZ5TQN0H6HS73;US4328481092
213800JVURXEAA48FV35;LV0000101939
549300JM9OZXOHWL2K18;US01748X1028
549300YQCBSQUCZ74696;US29089AAA88
529900YURAYD4IJX2J91;DE000KSAG888
549300DHTM8B2X5QMJ22;US89435PAA03
549300TP6NHS5PMXX264;US369339AA41
529900672GYJQ3T38I58;US90138A1034
300300N5XRCGHA7P7B13;KYG8196J1085
549300ZJBGOCXKXQWE39;MHY1001E1095
52990069Z4ZCF39TYW74;US18538UAC09
213800JCP8ERP6FTOL26;US373196AA29
549300DCAFIXFNFR3304;US8485771021
549300XIF5ZPMVRIGO50;US73900LAA98
815600E1CC2EC3586917;IT0005408619
ZD2NBKV6GCC3UMGBM518;US85205TAA88
529900VKCYZW8GZ4WW58;US78573M1045
549300S8KJWK9EJS6Z44;US26853A1007
549300LS5WT7EMBNV724;US3665051054
724500GMZWW3PVYET548;US89686QAA40
254900L07WFL833JX193;US00867FAA66
353800BBJTHSMSQ31V91;US91349WAA62
254900L2N0T6GULCL366;US96351AAA88
549300CWYWPVCT8E9W67;US92214X1063
529900P54J1ATLRBUV29;US55933J2033
549300LL2QMPTYIE0K55;US17243V1026
54930008H2137JSCPQ09;US1724411079
549300WF2BZODU55DR56;US29788A1043
5493002G6J07LNGX4M98;US14575E1055
21380066N3SV9O8IDP37;GB00BMTV7393
2549006ZZ07G0NDDCR36;US12597YAA73
2221001V14OZZ8CANJ37;US460606AA44
5493007B9BM9ZXJINO78;US5380341090
549300NS4D5IK406VT62;US05875B1061
YH0V7ZHY352ITDGEYB83;US10554NAA63
81560009B4C5D585C496;IT0005416851
APVBKPOULHUX7YZLKU17;US03674X1063
5493003Q8F0T4F4YMR48;US13057Q1233
25490049636XFM5KBR83;US69371EAA38
549300UTQC2651SB0W88;US29272B1052
5299005YSRP46BE8Z459;US62913M1071
549300ZVE6MONHB01I28;US3503921062
549300B2FTG34FILDR98;US90353T1007
K2NEH8QNVW44JIWK7Z55;LR0008862868
UNZWILHE4KMRP9K2L524;US62886H1014
254900FAHT0HW9T6L409;US64083YAA91
5493007AWQW8ZKCHVV46;US83419MAA09
54930018FR2YX1HHSB02;US55955D1000
549300AG3DVJURRIT691;US00770F1049
54930086CD8K2UIL0516;US21871D1037
5493000VGOF3UCTUXW26;US83006LAA17
5493005UB0KFRKBPCU72;US1311931042
549300EZKELHYBQO9X11;US81373C1282
549300TZTYD2PYN92D43;US45784P1012
959800FW4JL65YWSQ217;ES0105251005
549300505KLOET039L77;US36467W1099
549300DO71RQ0W5CER62;KYG812901018
254900RAPCKVT00GAO59;US82660CAA09
789000B1MW5PQ58A8T03;TREPEGS00016
81560047FA58E1BEDF67;IT0004354152
724500RZTNTGC887J267;DE000A3KRAP3
6FRCGSS0I66PBCZV7V59;US281023AA98
FQQ0BN4M77850MCOBP13;US59832WAA71
549300WF9251CT4Q9R56;US87971KAA51
549300QCBB26IR0W8B40;NO0004135633
549300WVXB1BG5U3Z655;US08782TAA16
549300SW1I7LNVBRTO38;US5010141043
YMCH6A3HV311IZOJF426;US74044PAA57
549300GDURWU68MARC48;US114536AA34
789000X20ITI3ANQEL70;TRAVESTL91H6
IO4AG7EXK7ETMHT8ZR57;US89421KAA79
549300A45Y675603CH50;US19687FAA49
959800NX3KDU67TW0121;ES0105131009
549300KFWFYF8Q1U0Y26;US019496AA66
5493006RXIB5GVHWJS53;US01566MAB19
529900VDS7ZPJX8ERD17;US57773A1108
549300XO3TXP25AWHS26;US501786AA54
549300PLGIGPBRQUP240;US75040PAD06
549300R7FFMPZ9FYUQ36;US74920A1097
549300HX0ISXOOEMR657;US09203F2011
5493004UW92ONPN8EO31;US86317QAA76
7Z0MRIY211ZHEWECBM22;US75734R1059
5493008MIJR7VMQP7U77;US25272T1043
WT53GLWHTG4D2V42T650;US12768RAA59
84JNOWGT1R2BJT129V65;US38011M1163
549300O2Y2UWR3BER320;US499040AH64
549300DUPYT2T0F60I45;US07556Q1132
549300FUUWRNZMTUJW93;US8715621129
549300O4V2ZG1E15S796;US283831AA39
5493005DKYB1X4C9LH64;US8464251144
LBMUHLU586PGRXEKUL72;US30024DAB64
254900I4D7TWF01G6Y40;USU24669AA86
54930066VBP7DZEGGJ87;US5529531015
529900GAN2OWXO8O5S70;KYG2046Q1073
MIHC87W9WTYSYZWV1J40;US16411R1178
LGBZS11AOHMFDJUA5402;US55973BAA08
5493006NK2IEVPDTTN51;US8847682015
5493003TN4GTBCPH6K85;US4406941074
969500DPO357UZZQSS89;FR0011019371
5493005E4LWT6BJUPW10;US8283951031
815600CA3E1754A32C78;IT0005187940
549300WURUOM5UICZI86;US437414AA36
549300IRFSCY6ZX8RX61;US25471QAA76
549300GBU2CBAJOD1J79;US84359Y3045
213800YGJUVU5QNZPL44;US903726AA55
549300805N4EF0ROBT53;US4424871386
5493001MEBLCGW71EE69;US462651AA85
529900KRNJT6HAXT3773;KYG2159A1058
UIHQXRGJS4GX0VI84546;US36729PAA66
549300CLJ5ZZD0L0WS69;US7812951009
5493006LBV4OZ6JSTU41;US74346DAA72
549300HBCQ8RE3DZBB14;US05351L1070
549300P7J8F3SSMY3E81;US2774611337
549300SMXPFO4S25OB75;US54238XAA63
54930043XZGB27CTOV49;US88160R1014
549300J0QXYI4QXJCE96;US78636X1138
549300SDTESKM3R8F131;US00234P1021
549300RFW2MVQLHG5F32;US9433151019
2138006RS7QIEPBNF180;JE00BD34W037
5493008SZGSVUCSNB151;US74273HAA59
2138006GYGPDDP628440;GB00BPXRVT80
5493004ONEKC47CNK477;US137316AA31
529900LEMMBXNRX31N35;BE0974294267
549300NYHOALWZ2BSL72;US17302WAA62
DOJZBJ3IZ00PA0T1Y118;US25388B1044
54930070862I62NN3X72;US27890GAA85
NO9X1VSZ0FTLOJMCQD79;US651715AA20
529900SEX4UQ2WLPRC40;US984249AA04
5493001H215A0HG0MI71;US5021601043
549300PIN5NO5FLDUK36;US12467B1145
549300JWFL5E2LAFKV86;USC21475AA35
5493003QENHHS261UR94;US87612G1013
5493003B4WZ1YZYFR583;US7010811195
549300VL3DIHSFHYTO04;US38046C1099
5299000EXEV7QXGBUN67;US4283371098
529900UE68DHW89EEV44;KYG2112N1117
254900V3NB5MGOZS4O08;US068486AA73
549300STK2KBVO6WED71;US04682R1234
549300PLCE8TB3TVRQ85;US6453701079
254900397NMORQEIZA86;IM00BMT7S123
549300DGB1REPZB88Q89;US0003071083
529900PURWE5WMRCH576;DE000A11Q133
5493004XT61QHUMM6250;US9875201033
3789001900ED06F65111;US296464AA84
549300Y5548SJTH51N28;US62426E1394
549300CXGRZWNMPU8080;US0683231049
5493000NL1CTWR351617;US57063L1070
549300B1BI1XN672F813;US30064E1091
5493008HJ8BWQC8XAF08;US46648XAA63
2138003J1IUF4RSQ4K72;GRS346003015
5493004OWKNUMFD7V752;US67091N1081
JUC8K6CTM7PVMRAKXF33;US6708721005
549300HIP15L5DKDQ383;US48259KAA07
549300N8E8V848WZS074;US11927PAA93
549300VKOMJ3EM506212;US7493971052
549300V3JZOSIRXFRG67;US20084V1089
549300DNLDBZOCZKIM08;US517103AA56
254900PTY5ALGN8N1L56;US36167JAA97
2594005SR5W00MCTG921;PLCNTSL00014
5299001DJ6C90XX17G45;US51602U1088
GHFPUH0OZ5JLGJXWCO16;US26874Q1004
7N0UJMJLXD0MDT5D5086;US29358Q2084
529900QO4W5DQGBGEF32;CH0048265513
5493001IZARCKDSJPT54;US7612661055
549300204GJIBLPF1S81;US45321L1008
549300GL1JMRWNCKLX11;US124661AA71
5RGFDMYH829UYJH0KY29;US242361AC72
529900FJBZR4PG0LO239;US28849P1003
529900FKHWSTQ1GXK240;US90385D1072
549300CZ3FQ7JWXZHD54;US45686J1043
2138005GCFJACFTZUD90;GB00BYW6GV68
QMTS6H0M4KKDC3CRG252;US0186063014
549300PN42C4XYPSEV84;US2860821022
3358004C17EYJMMSOO84;USY425311146
XDZ56K6RXS5J1ESBZS35;US78412FAA21
54930053QJ7OUGZG4F72;US75508B1044
549300XGK22FZCTN8B67;US9092181257
549300TE72QZCLE47467;US8585258Y74
315700KVJ0DVH5IBI827;PLO415200016
254900SNPW6V9967CJ18;US92765Y1073
549300UR3W71YLZWI068;US563568AA25
549300VFQWRKICUFNU92;US62957H1059
84BUTVXV5ODI6BXNMH43;US78454L1008
549300C32SCVRA24UK92;KYG190211071
549300PD0C69OJ0NLB27;US4280402086
549300NBK3K85MH1EX16;US42806J1144
549300WFXC4YL5IHX316;GB00BLFHRK18
54930075IWIPHF5IQL62;US9840171030
2138008WRC2652IBSX12;KYG884931042
549300TUVLNQQ6BVKH61;US1501851067
549300JYTDUAA4JQ3717;US740540AC38
TF9O1XIG83ZLXX7WN472;US1094781077
335800HBF5DARYMEUD12;US246724AA69
549300JM1L6KK2QFP273;US29163VAC72
549300OKFHZ84SFJFT95;US87484T1088
549300QRLZK0B17DH791;US19416MAA71
549300VXRTBPBK07QT94;US781172AA96
5493009DKIWW0H901Y82;US3596781092
5493001RSFZX4122A604;US75606N1090
213800IE4YGTGVTQ1806;US22305A1034
5493002SSXOL85X3XC87;US87160JAA97
549300GROACFGKVYOX14;US71639T1060
254900PNIMG4CPJH6R25;US92735LAA08
549300ZS6DXD7ROBKB40;US74275G1076
529900NXUJPOKU7OJ511;US15136AAA07
5493004CTVUMQLRPOE23;US15138AAA88
549300L67A19OXSFBA84;US87356LAA89
529900C5FODDK0WSR085;US7434241037
254900Y0ZF75CIA04X94;US69369J1088
M5G68A9OHJWIL4SFC742;US093645AA79
549300JH4DTA7U42GL91;US0434361046
URUWOTZZ473WPC8MOH56;US318169AA76
ITCH5B3Q4RTX2PH9UN62;US216762AA24
549300NTLRGJ2JCBZU03;US83545G1022
549300Z9LETKSOF29C38;US0906131000
IEL5DQBC1NHX1CEKKJ41;US867363AB91
JCT8P4Y190IH4I1NX328;US00081T1088
529900G48RT4KWLC6C27;US0116591092
23Z66VSLY6LPFKPRBL61;US758753AA59
549300FW4ECF8G8U5T62;US7587661098
75G1WUQ8QK4P5MZOYD78;US8962151184
2138002GRXY6KZ7K2925;BMG110261044
54930037V56XOULXM917;US24869P1049
54930012H97VSM0I2R19;US228227AA28
549300606P7QEESKCZ71;US00104QAB32
549300DWTEHN6ADCOL49;US86323M1009
5493007NQ48764MYK786;US011679AA54
5493008UFTVT74PK1414;USU01173AA83
549300HALRZ339MSTH85;US14150BAB09
54930056CPTQSUNQYB82;US30040VAA89
JX4N02P4FF8X20Z6TR57;US38239A1007
549300PK6DVV6PLLNJ85;US4405431069
54930078MCT017XXRD21;US3455501078
549300NUHZOW40YQ6E95;US46116S1024
529900G61XVRLX5TJX09;US5260571048
529900J1WEMMIW7BOH57;US6501111073
213800RP74K9SLU23Y87;US698146AA53
959800KHHYVELYD1PS98;ES0118905019
L3CJ6J7LJ2DX62FTXD46;US197677AC10
5493006CDWZIE8SZQ647;US9815581098
529900FMD63FL5J25N14;US7236461056
52990044W9UMFJO2FB97;US59001A1025
988400XAIK6XISWQV045;US449130AB90
549300H27NUKBFFQEE84;US00175PAA12
B3DXGBC8GAIYWI2Z0172;US5951121038
549300TRW1LZMDJZAQ78;US05508R1068
74KL64S371VZTHI05115;US09643P2074
529900W7N0N4WLN1JY21;US92886T1025
88CPW63VL7KHJWS0NY83;US29336U1079
6A3JIQGY1H24GWRW7H68;US0493921037
213800J17UJJJDGUVF56;US98387E1064
549300EVUN2BTLJ3GT74;US29444U1144
